#motif_id	motif_name	motif_description	source_name	source_version	gene_name	motif_similarity_qvalue	similar_motif_id	similar_motif_description	orthologous_identity	orthologous_gene_name	orthologous_species	description
cisbp__M00208	M00208	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox21[gene ID: ENSMUSG00000061517 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX12	3.0662e-06	metacluster_4.2	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox12[gene ID: ENSMUSG00000051817 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.952229	ENSMUSG00000051817	M. musculus	motif similar to cisbp__M00205 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox12[gene ID: ENSMUSG00000051817 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 3.07e-06) which is annotated for orthologous gene ENSMUSG00000051817 in M. musculus (identity = 95%)
cisbp__M00208	M00208	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox21[gene ID: ENSMUSG00000061517 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX14	4.07334e-09	metacluster_16.2	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox14[gene ID: ENSMUSG00000053747 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.995833	ENSMUSG00000053747	M. musculus	motif similar to cisbp__M00206 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox14[gene ID: ENSMUSG00000053747 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 4.07e-09) which is annotated for orthologous gene ENSMUSG00000053747 in M. musculus (identity = 99%)
cisbp__M00208	M00208	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox21[gene ID: ENSMUSG00000061517 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX15	3.1092e-06	taipale_tf_pairs__HOXB2_SOX15_NYMATTANNNNNACAATR_CAP_repr	HOXB2 [Homeo] - SOX15 [SOX]	1	None	None	gene is annotated for similar motif taipale_tf_pairs__HOXB2_SOX15_NYMATTANNNNNACAATR_CAP_repr ('HOXB2 [Homeo] - SOX15 [SOX]'; q-value = 3.11e-06)
cisbp__M00208	M00208	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox21[gene ID: ENSMUSG00000061517 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX18	1.66813e-13	cisbp__M00204	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox18[gene ID: ENSMUSG00000046470 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.877984	ENSMUSG00000046470	M. musculus	motif similar to cisbp__M00204 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox18[gene ID: ENSMUSG00000046470 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 1.67e-13) which is annotated for orthologous gene ENSMUSG00000046470 in M. musculus (identity = 87%)
cisbp__M00208	M00208	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox21[gene ID: ENSMUSG00000061517 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX21	0	None	None	0.996377	ENSMUSG00000061517	M. musculus	gene is orthologous to ENSMUSG00000061517 in M. musculus (identity = 99%) which is directly annotated for motif
cisbp__M00208	M00208	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox21[gene ID: ENSMUSG00000061517 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX3	2.38046e-06	cisbp__M00827	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox3[gene ID: ENSMUSG00000045179 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.930493	ENSMUSG00000045179	M. musculus	gene is orthologous to ENSMUSG00000045179 in M. musculus (identity = 93%) which is annotated for similar motif cisbp__M00827 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox3[gene ID: ENSMUSG00000045179 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 2.38e-06)
cisbp__M00208	M00208	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox21[gene ID: ENSMUSG00000061517 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX6	4.10985e-08	cisbp__M00828	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox6[gene ID: ENSMUSG00000051910 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.968599	ENSMUSG00000051910	M. musculus	motif similar to cisbp__M00828 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox6[gene ID: ENSMUSG00000051910 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 4.11e-08) which is annotated for orthologous gene ENSMUSG00000051910 in M. musculus (identity = 96%)
cisbp__M00208	M00208	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox21[gene ID: ENSMUSG00000061517 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX7	1.35528e-11	cisbp__M00209	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.873711	ENSMUSG00000063060	M. musculus	gene is orthologous to ENSMUSG00000063060 in M. musculus (identity = 87%) which is annotated for similar motif cisbp__M00209 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 1.36e-11)
cisbp__M00208	M00208	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox21[gene ID: ENSMUSG00000061517 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX8	4.07334e-09	metacluster_16.2	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox8[gene ID: ENSMUSG00000024176 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.803879	ENSMUSG00000024176	M. musculus	motif similar to cisbp__M00197 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox8[gene ID: ENSMUSG00000024176 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 4.07e-09) which is annotated for orthologous gene ENSMUSG00000024176 in M. musculus (identity = 80%)
cisbp__M00208	M00208	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox21[gene ID: ENSMUSG00000061517 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SRY	3.88993e-06	metacluster_77.2	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sry[gene ID: ENSMUSG00000069036 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.177215	ENSMUSG00000069036	M. musculus	motif similar to cisbp__M00211 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sry[gene ID: ENSMUSG00000069036 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 3.89e-06) which is annotated for orthologous gene ENSMUSG00000069036 in M. musculus (identity = 17%)
cisbp__M00209	M00209	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	HOXB2	6.67398e-06	taipale_tf_pairs__HOXB2_SOX15_NYMATTANNNNNACAATR_CAP_repr	HOXB2 [Homeo] - SOX15 [SOX]	1	None	None	gene is annotated for similar motif taipale_tf_pairs__HOXB2_SOX15_NYMATTANNNNNACAATR_CAP_repr ('HOXB2 [Homeo] - SOX15 [SOX]'; q-value = 6.67e-06)
cisbp__M00209	M00209	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX10	2.56349e-08	cisbp__M00826	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox10[gene ID: ENSMUSG00000033006 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.984979	ENSMUSG00000033006	M. musculus	gene is orthologous to ENSMUSG00000033006 in M. musculus (identity = 98%) which is annotated for similar motif cisbp__M00826 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox10[gene ID: ENSMUSG00000033006 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 2.56e-08)
cisbp__M00209	M00209	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX12	6.71388e-06	metacluster_4.2	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox12[gene ID: ENSMUSG00000051817 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.949206	ENSMUSG00000051817	M. musculus	gene is orthologous to ENSMUSG00000051817 in M. musculus (identity = 94%) which is annotated for similar motif cisbp__M00205 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox12[gene ID: ENSMUSG00000051817 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 6.71e-06)
cisbp__M00209	M00209	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX14	3.63922e-13	metacluster_16.2	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox14[gene ID: ENSMUSG00000053747 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.995833	ENSMUSG00000053747	M. musculus	motif similar to cisbp__M00206 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox14[gene ID: ENSMUSG00000053747 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 3.64e-13) which is annotated for orthologous gene ENSMUSG00000053747 in M. musculus (identity = 99%)
cisbp__M00209	M00209	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX15	6.67398e-06	taipale_tf_pairs__HOXB2_SOX15_NYMATTANNNNNACAATR_CAP_repr	HOXB2 [Homeo] - SOX15 [SOX]	1	None	None	gene is annotated for similar motif taipale_tf_pairs__HOXB2_SOX15_NYMATTANNNNNACAATR_CAP_repr ('HOXB2 [Homeo] - SOX15 [SOX]'; q-value = 6.67e-06)
cisbp__M00209	M00209	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX18	1.70494e-14	cisbp__M00204	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox18[gene ID: ENSMUSG00000046470 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.861979	ENSMUSG00000046470	M. musculus	gene is orthologous to ENSMUSG00000046470 in M. musculus (identity = 86%) which is annotated for similar motif cisbp__M00204 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox18[gene ID: ENSMUSG00000046470 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 1.7e-14)
cisbp__M00209	M00209	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX21	1.35528e-11	cisbp__M00208	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox21[gene ID: ENSMUSG00000061517 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.996377	ENSMUSG00000061517	M. musculus	motif similar to cisbp__M00208 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox21[gene ID: ENSMUSG00000061517 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 1.36e-11) which is annotated for orthologous gene ENSMUSG00000061517 in M. musculus (identity = 99%)
cisbp__M00209	M00209	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX5	3.65192e-07	metacluster_153.4	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox5[gene ID: ENSMUSG00000041540 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.969856	ENSMUSG00000041540	M. musculus	motif similar to cisbp__M00203 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox5[gene ID: ENSMUSG00000041540 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 3.65e-07) which is annotated for orthologous gene ENSMUSG00000041540 in M. musculus (identity = 96%)
cisbp__M00209	M00209	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX6	9.69076e-06	taipale_tf_pairs__SOX6_TBX21_RRGTGTNNNNNNNNACAATRN_CAP_repr	SOX6 [SOX] - TBX21 [Tbox]	1	None	None	gene is annotated for similar motif taipale_tf_pairs__SOX6_TBX21_RRGTGTNNNNNNNNACAATRN_CAP_repr ('SOX6 [SOX] - TBX21 [Tbox]'; q-value = 9.69e-06)
cisbp__M00209	M00209	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX7	0	None	None	0.892105	ENSMUSG00000063060	M. musculus	motif is annotated for orthologous gene ENSMUSG00000063060 in M. musculus (identity = 89%)
cisbp__M00209	M00209	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX8	3.53786e-11	metacluster_16.2	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox8[gene ID: ENSMUSG00000024176 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.803879	ENSMUSG00000024176	M. musculus	motif similar to cisbp__M00197 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox8[gene ID: ENSMUSG00000024176 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 3.54e-11) which is annotated for orthologous gene ENSMUSG00000024176 in M. musculus (identity = 80%)
cisbp__M00209	M00209	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SRY	2.81196e-07	metacluster_77.2	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sry[gene ID: ENSMUSG00000069036 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	0.177215	ENSMUSG00000069036	M. musculus	motif similar to cisbp__M00211 ('SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sry[gene ID: ENSMUSG00000069036 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]'; q-value = 2.81e-07) which is annotated for orthologous gene ENSMUSG00000069036 in M. musculus (identity = 17%)
cisbp__M00209	M00209	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox7[gene ID: ENSMUSG00000063060 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	TBX21	9.69076e-06	taipale_tf_pairs__SOX6_TBX21_RRGTGTNNNNNNNNACAATRN_CAP_repr	SOX6 [SOX] - TBX21 [Tbox]	1	None	None	gene is annotated for similar motif taipale_tf_pairs__SOX6_TBX21_RRGTGTNNNNNNNNACAATRN_CAP_repr ('SOX6 [SOX] - TBX21 [Tbox]'; q-value = 9.69e-06)
metacluster_4.2	M00210	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox11[gene ID: ENSMUSG00000063632 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	ETV2	1.08606e-07	taipale_tf_pairs__ETV2_SOX15_RSCGGAWNNNNNNNACAATRN_CAP_repr	ETV2 [ETS] - SOX15 [SOX]	1	None	None	motif similar to taipale_tf_pairs__ETV2_SOX15_RSCGGAWNNNNNNNACAATRN_CAP_repr ('ETV2 [ETS] - SOX15 [SOX]'; q-value = 1.09e-07) which is directly annotated
metacluster_4.2	M00210	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox11[gene ID: ENSMUSG00000063632 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	HOXB2	9.65647e-06	taipale_tf_pairs__HOXB2_SOX15_NYMATTANNNNNACAATR_CAP_repr	HOXB2 [Homeo] - SOX15 [SOX]	1	None	None	gene is annotated for similar motif taipale_tf_pairs__HOXB2_SOX15_NYMATTANNNNNACAATR_CAP_repr ('HOXB2 [Homeo] - SOX15 [SOX]'; q-value = 9.66e-06)
metacluster_4.2	M00210	SOX1[gene ID: ENSG00000182968 species: Homo sapiens TF status: inferred TF family: Sox DBDs: HMG_box]; Sox100B[gene ID: FBgn0024288 species: Drosophila melanogaster TF status: inferred TF family: Sox DBDs: HMG_box]; Sox11[gene ID: ENSMUSG00000063632 species: Mus musculus TF status: direct TF family: Sox DBDs: HMG_box]	cisbp	2.00	SOX11	0	None	None	0.873418	ENSMUSG00000063632	M. musculus	motif is annotated for orthologous gene ENSMUSG00000063632 in M. musculus (identity = 87%)
